id,date,barangay,crime_type,crime_count,latitude,longitude,month_year,year,month
872,2021-03-11,BAO JOAQUIN,Cyber Fraud,2,7.081223401943066,125.43968061452956,2021-03,2021,3
2568,2021-03-11,"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Vandalism,3,7.084301349672614,125.5680347949028,2021-03,2021,3
998,2021-03-11,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Assault,3,7.041045589275688,125.49835285136577,2021-03,2021,3
585,2021-03-12,BARANGAY 3-A (POB.),Online Scam,4,7.190020256295018,125.60749669555996,2021-03,2021,3
3132,2021-03-12,WINES,Carnapping,5,7.24689514151253,125.5382606205809,2021-03,2021,3
3773,2021-03-13,CATALUNAN GRANDE,Physical Injury,2,7.103187305967306,125.47468305743908,2021-03,2021,3
2794,2021-03-13,PAQUIBATO (POB.),Assault,1,7.077862534952828,125.49507390414556,2021-03,2021,3
506,2021-03-13,"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",Online Scam,1,7.048785081803468,125.48568779656868,2021-03,2021,3
8,2021-03-13,BAGANIHAN,Vandalism,4,7.259852843732481,125.52253667442255,2021-03,2021,3
3040,2021-03-13,"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Hacking,3,7.155610298314178,125.5990874162302,2021-03,2021,3
1413,2021-03-13,"MANDUG (BRGY UNDER PS 13, DCPO)",Theft,1,7.080924883455097,125.62094195238572,2021-03,2021,3
3682,2021-03-13,SALAPAWAN,Hacking,1,7.037645889039745,125.55896268765548,2021-03,2021,3
3919,2021-03-13,TALOMO (POB.),Murder,5,7.201327947125793,125.43412858764135,2021-03,2021,3
2311,2021-03-14,BARANGAY 39-D (POB.),Carnapping,3,7.152223581615343,125.50853049357676,2021-03,2021,3
2800,2021-03-14,BARANGAY 11-A,Homicide,3,7.057032294935119,125.55804514981511,2021-03,2021,3
2350,2021-03-15,LACSON,Phishing,5,7.003039355208323,125.61292112544032,2021-03,2021,3
293,2021-03-16,CALINAN (POB.),Phishing,2,7.246780168197898,125.56975516809398,2021-03,2021,3
327,2021-03-16,"WAAN (BRGY UNDER ps 13, DCPO)",Homicide,3,7.16630621575342,125.40661984460468,2021-03,2021,3
3256,2021-03-17,76-A (BUCANA),Robbery,4,7.0428525894443,125.56570140403666,2021-03,2021,3
1360,2021-03-18,"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Identity Theft,4,7.177705098578008,125.54949990848829,2021-03,2021,3
1011,2021-03-18,MAPI-ILA,Theft,5,7.066362832545881,125.4496499323991,2021-03,2021,3
538,2021-03-18,EDEN,Illegal Drugs,1,7.074204430522959,125.58462623394624,2021-03,2021,3
3735,2021-03-18,WANGAN,Phishing,5,7.073997584741622,125.42627236889588,2021-03,2021,3
1585,2021-03-18,PANALUM,Assault,1,7.296335656064466,125.5378030966782,2021-03,2021,3
230,2021-03-18,MARAPANGI,Murder,3,7.189341587799179,125.45698084093728,2021-03,2021,3
2948,2021-03-19,TIGATTO,Physical Injury,5,7.1526671666773165,125.46860122541538,2021-03,2021,3
2994,2021-03-20,TAMAYONG,Hacking,3,7.118966104596989,125.42501371613064,2021-03,2021,3
2766,2021-03-20,NEW VALENCIA,Cyber Fraud,5,7.287380236317031,125.67172703719092,2021-03,2021,3
3151,2021-03-21,TALOMO (POB.),Physical Injury,1,7.189074165836847,125.63099208546198,2021-03,2021,3
1589,2021-03-21,BAGUIO PROPER,Phishing,5,7.128459884477684,125.67856665986824,2021-03,2021,3
561,2021-03-21,TAMBOBONG,Murder,3,7.211223930429767,125.61604723827928,2021-03,2021,3
3393,2021-03-22,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Cyberbullying,2,7.26643545668021,125.6430777391552,2021-03,2021,3
3021,2021-03-22,GUMITAN,Carnapping,3,7.085727497377812,125.56520716340845,2021-03,2021,3
1770,2021-03-22,BARANGAY 2-A (POB.),Murder,2,7.11834288357101,125.67366247103446,2021-03,2021,3
829,2021-03-22,VICENTE HIZON SR.,Carnapping,1,7.221250374432924,125.49309254463137,2021-03,2021,3
1287,2021-03-23,"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",Phishing,4,7.02635994974345,125.69511347496277,2021-03,2021,3
2644,2021-03-24,LAMANAN,Phishing,4,7.193244766442775,125.6684242712494,2021-03,2021,3
1080,2021-03-24,"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",Physical Injury,2,7.284988355185067,125.5287448475875,2021-03,2021,3
394,2021-03-24,74-A (MATINA CROSSING),Phishing,1,7.232923888222599,125.4136755473846,2021-03,2021,3
398,2021-03-25,MARILOG,Theft,2,7.128698208212505,125.42315625906797,2021-03,2021,3
314,2021-03-26,BUNAWAN (POB.),Cyberbullying,2,7.288794524403377,125.66254008558634,2021-03,2021,3
3278,2021-03-26,"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",Cyber Fraud,4,7.145528397993862,125.42836690343232,2021-03,2021,3
1607,2021-03-27,MARILOG,Cyber Fraud,4,7.020283769077665,125.66090876545547,2021-03,2021,3
1755,2021-03-27,"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",Assault,5,7.292762126473016,125.67305883724342,2021-03,2021,3
3751,2021-03-27,TIBUNGCO,Physical Injury,3,7.268668854439552,125.4474849152098,2021-03,2021,3
1337,2021-03-27,NEW VALENCIA,Cyberbullying,5,7.059862735278744,125.5004634870411,2021-03,2021,3
3641,2021-03-27,TUGBOK (POB.),Assault,5,7.071443996099709,125.53500727185836,2021-03,2021,3
563,2021-03-28,PANACAN,Vandalism,3,7.040911442676031,125.66392572068833,2021-03,2021,3
3093,2021-03-28,CALINAN (POB.),Cyber Fraud,5,7.11971059529273,125.60678379636776,2021-03,2021,3
243,2021-03-28,LACSON,Carnapping,1,7.2744593170661345,125.62687613742672,2021-03,2021,3
2608,2021-03-29,SUAWAN (TULI),Phishing,2,7.08285086734627,125.56105774395078,2021-03,2021,3
1488,2021-03-30,BINUGAO,Carnapping,4,7.208640162006959,125.59869537406188,2021-03,2021,3
3451,2021-03-30,SALOY,Assault,4,7.136429302765798,125.560923114924,2021-03,2021,3
1346,2021-03-31,ALFONSO ANGLIONGTO SR,Robbery,2,7.127648000334423,125.56126204309211,2021-03,2021,3
1980,2021-04-01,BARANGAY 32-D,Hacking,4,7.252580070037542,125.5727377413367,2021-04,2021,4
1817,2021-04-01,SIRIB,Murder,3,7.088633433243226,125.43611344485169,2021-04,2021,4
1284,2021-04-02,BARANGAY 13-B,Hacking,5,7.002931254225755,125.66734202753806,2021-04,2021,4
2324,2021-04-02,"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",Assault,1,7.092811815358835,125.50782714804924,2021-04,2021,4
1728,2021-04-02,CAWAYAN,Vandalism,5,7.299009056155893,125.4292830114327,2021-04,2021,4
2559,2021-04-02,GUMALANG,Murder,3,7.023058622582849,125.62647976193551,2021-04,2021,4
554,2021-04-02,PAQUIBATO (POB.),Theft,4,7.168281391460615,125.6658513882168,2021-04,2021,4
863,2021-04-03,SALAYSAY,Cyber Fraud,4,7.157317080798274,125.42071108107342,2021-04,2021,4
575,2021-04-03,BARANGAY 3-A (POB.),Homicide,5,7.258709112624023,125.62800166348865,2021-04,2021,4
2468,2021-04-04,CARMEN,Phishing,4,7.01183785986727,125.42116501911298,2021-04,2021,4
1871,2021-04-04,"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",Phishing,3,7.245335598957084,125.46322892982896,2021-04,2021,4
2179,2021-04-04,LASANG,Phishing,1,7.208245172052949,125.45930709093436,2021-04,2021,4
3499,2021-04-05,"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",Phishing,5,7.058996075485887,125.46385502581153,2021-04,2021,4
551,2021-04-06,SIRIB,Vandalism,3,7.156049050333598,125.6798258817181,2021-04,2021,4
2369,2021-04-06,BUNAWAN (POB.),Vandalism,4,7.102950205951798,125.551115830377,2021-04,2021,4
329,2021-04-06,"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",Cyber Fraud,4,7.125880018728337,125.42583964171912,2021-04,2021,4
637,2021-04-07,MABUHAY,Assault,4,7.159785179936507,125.4986467853546,2021-04,2021,4
1750,2021-04-07,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Homicide,5,7.0411329117187,125.60600358351724,2021-04,2021,4
3545,2021-04-07,BAGUIO PROPER,Assault,1,7.259397676557442,125.45004891148508,2021-04,2021,4
2138,2021-04-09,"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Assault,1,7.219448947102109,125.67995787511472,2021-04,2021,4
807,2021-04-09,"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",Cyber Fraud,2,7.280310104430704,125.42335695588264,2021-04,2021,4
2367,2021-04-09,GUMALANG,Assault,2,7.036900988537123,125.50703114710478,2021-04,2021,4
2476,2021-04-09,SALAPAWAN,Identity Theft,2,7.260990747894305,125.67739758287468,2021-04,2021,4
3952,2021-04-09,TUGBOK (POB.),Carnapping,3,7.250484161708321,125.4189788015462,2021-04,2021,4
3750,2021-04-10,LASANG,Theft,4,7.265376066468884,125.59871155797384,2021-04,2021,4
2849,2021-04-11,CARMEN,Online Scam,1,7.169222208650055,125.57970331326408,2021-04,2021,4
2137,2021-04-12,ALFONSO ANGLIONGTO SR,Cyberbullying,3,7.0238219753929085,125.52314961410922,2021-04,2021,4
2079,2021-04-12,"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",Cyberbullying,5,7.295496896842263,125.565513711606,2021-04,2021,4
3218,2021-04-12,BARANGAY 27-C,Physical Injury,4,7.000597640565721,125.61441069491468,2021-04,2021,4
3688,2021-04-13,RIVERSIDE,Homicide,2,7.116196755392594,125.49351099644784,2021-04,2021,4
2536,2021-04-13,LIZADA,Cyber Fraud,1,7.250243379100203,125.47510761887126,2021-04,2021,4
887,2021-04-13,CAWAYAN,Cyberbullying,3,7.195823832355562,125.50287889882776,2021-04,2021,4
3504,2021-04-14,RIVERSIDE,Murder,4,7.009007801598818,125.4389348897168,2021-04,2021,4
786,2021-04-15,BAYABAS,Phishing,3,7.272535168400088,125.51306006410417,2021-04,2021,4
909,2021-04-16,PANACAN,Cyberbullying,3,7.077827030029388,125.62246983254003,2021-04,2021,4
1282,2021-04-18,SASA,Physical Injury,4,7.210739491163231,125.5455691367296,2021-04,2021,4
1433,2021-04-19,TAMUGAN,Online Scam,4,7.146653974077076,125.60306168274828,2021-04,2021,4
3205,2021-04-19,BARANGAY 14-B,Identity Theft,3,7.203082234899052,125.6801962255538,2021-04,2021,4
3552,2021-04-20,SASA,Cyberbullying,2,7.041144546445823,125.522678170727,2021-04,2021,4
2181,2021-04-20,76-A BUCANA,Carnapping,4,7.091593203009019,125.57804892474655,2021-04,2021,4
566,2021-04-20,SAN ISIDRO,Phishing,1,7.17697530605639,125.66921571523912,2021-04,2021,4
2242,2021-04-21,TALOMO (POB.),Identity Theft,3,7.010401080017945,125.42845475797596,2021-04,2021,4
2252,2021-04-22,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Cyber Fraud,4,7.272888045830977,125.45219321985654,2021-04,2021,4
1578,2021-04-23,BARANGAY 38-D (OB.),Identity Theft,5,7.19259145013298,125.69474477418038,2021-04,2021,4
638,2021-04-23,BAO JOAQUIN,Physical Injury,4,7.072741151090419,125.59869412161922,2021-04,2021,4
694,2021-04-23,BUHANGIN (POB.),Hacking,2,7.072722919724524,125.55616315119146,2021-04,2021,4
3664,2021-04-24,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Identity Theft,1,7.010473465796867,125.55010750811532,2021-04,2021,4
2145,2021-04-25,TAMAYONG,Cyber Fraud,2,7.141350369679844,125.63494800870838,2021-04,2021,4
3227,2021-04-25,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Illegal Drugs,3,7.072461052510504,125.65779748532114,2021-04,2021,4
3891,2021-04-26,BINUGAO,Carnapping,2,7.225719364691137,125.44514864942178,2021-04,2021,4
2570,2021-04-26,BARANGAY 13-B,Hacking,1,7.278768416089556,125.52607488054228,2021-04,2021,4
3703,2021-04-26,TIGATTO,Homicide,1,7.095264910077277,125.59341599321456,2021-04,2021,4
1329,2021-04-27,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Cyber Fraud,2,7.197612332650262,125.53186888253188,2021-04,2021,4
3015,2021-04-28,MARILOG,Illegal Drugs,1,7.186387734714883,125.55127903823792,2021-04,2021,4
1916,2021-04-28,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Vandalism,2,7.216621281460821,125.42526390335314,2021-04,2021,4
2603,2021-04-28,"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",Murder,2,7.22459357023786,125.50980847972396,2021-04,2021,4
1998,2021-04-28,MALABOG,Theft,3,7.020687404906926,125.62954465495838,2021-04,2021,4
468,2021-04-29,TALOMO RIVER,Online Scam,2,7.260579738456838,125.4476210290123,2021-04,2021,4
3508,2021-04-30,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Online Scam,5,7.139502855257928,125.4980826300764,2021-04,2021,4
3829,2021-04-30,BARANGAY 5-A (POB.),Vandalism,1,7.252272613120872,125.56820834441272,2021-04,2021,4
2110,2021-04-30,BARANGAY 3-A (POB.),Assault,5,7.295056441814566,125.6831299146636,2021-04,2021,4
144,2021-04-30,BARANGAY 22-C,Assault,3,7.090263492945031,125.64945549993368,2021-04,2021,4
1328,2021-04-30,SAN ISIDRO,Robbery,2,7.236909552142744,125.44635624899716,2021-04,2021,4
3497,2021-05-01,MINTAL,Carnapping,3,7.258899049407661,125.42177243941342,2021-05,2021,5
2472,2021-05-01,CALINAN (POB.),Robbery,1,7.289208654149654,125.6471689144874,2021-05,2021,5
320,2021-05-02,SALOY,Murder,1,7.075072869449379,125.5548849897593,2021-05,2021,5
1937,2021-05-02,GUMITAN,Phishing,4,7.080946216038464,125.6054175491643,2021-05,2021,5
3181,2021-05-03,ULAS,Cyberbullying,4,7.0331295590233305,125.47008742909458,2021-05,2021,5
2260,2021-05-05,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Phishing,4,7.130378788257613,125.46463887218272,2021-05,2021,5
743,2021-05-05,"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",Homicide,3,7.224282814052875,125.41067706924194,2021-05,2021,5
3323,2021-05-06,BAGANIHAN,Cyberbullying,4,7.229954514859775,125.54470686257484,2021-05,2021,5
714,2021-05-06,GUMITAN,Vandalism,2,7.12355227424418,125.6256342998091,2021-05,2021,5
3035,2021-05-06,BAGO OSHIRO,Online Scam,2,7.083355832826913,125.53371894627088,2021-05,2021,5
1044,2021-05-06,"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",Phishing,5,7.187767412931103,125.60000569556776,2021-05,2021,5
139,2021-05-06,"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",Cyberbullying,5,7.109088880713788,125.599516796702,2021-05,2021,5
1035,2021-05-07,PAMPANGA,Cyber Fraud,5,7.023085960488762,125.44987659910493,2021-05,2021,5
183,2021-05-07,RIVERSIDE,Hacking,3,7.277408085483569,125.60465750677652,2021-05,2021,5
2590,2021-05-08,BANGKAS HEIGHTS,Phishing,3,7.214185789751977,125.6371540822601,2021-05,2021,5
2782,2021-05-08,MAPI-ILA,Identity Theft,1,7.253094899215547,125.544570050133,2021-05,2021,5
422,2021-05-09,LACSON,Theft,1,7.236885442838366,125.6870161301668,2021-05,2021,5
933,2021-05-09,LAMANAN,Vandalism,2,7.295320654211065,125.68846521964127,2021-05,2021,5
2682,2021-05-09,BUNAWAN (POB.),Carnapping,5,7.250644067722658,125.46995626632648,2021-05,2021,5
3009,2021-05-10,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Cyber Fraud,4,7.2022059757176375,125.4723733008114,2021-05,2021,5
2465,2021-05-10,"ACACIA (BRGY UNDER PS 13, DCPO)",Homicide,2,7.186198143947375,125.64343978174551,2021-05,2021,5
3228,2021-05-11,"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",Theft,4,7.106281398165165,125.43300531633828,2021-05,2021,5
3233,2021-05-11,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Identity Theft,4,7.073605694249864,125.41382075090264,2021-05,2021,5
3186,2021-05-11,"WAAN (BRGY UNDER ps 13, DCPO)",Theft,4,7.160666144463901,125.67666699544648,2021-05,2021,5
2452,2021-05-11,BARANGAY 3-A (POB.),Physical Injury,2,7.289925215759922,125.69905478528445,2021-05,2021,5
3828,2021-05-11,"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",Robbery,3,7.144639629675953,125.50078384601368,2021-05,2021,5
3295,2021-05-12,PAQUIBATO (POB.),Cyber Fraud,1,7.290419743615227,125.4482140047573,2021-05,2021,5
410,2021-05-12,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Robbery,1,7.02738600303584,125.56641954098473,2021-05,2021,5
3739,2021-05-12,"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",Cyberbullying,2,7.226160424812973,125.59958185087108,2021-05,2021,5
114,2021-05-13,SUAWAN (TULI),Identity Theft,2,7.242436113869325,125.42696305552086,2021-05,2021,5
279,2021-05-14,BAYABAS,Assault,4,7.210590063177311,125.43804720676512,2021-05,2021,5
381,2021-05-14,76-A (BUCANA),Vandalism,2,7.035449448286497,125.41861242508698,2021-05,2021,5
2695,2021-05-14,ALAMBRE,Robbery,2,7.289049772266276,125.56856308687246,2021-05,2021,5
1625,2021-05-15,BUHANGIN (POB.),Theft,1,7.052590882707298,125.41462989564394,2021-05,2021,5
1215,2021-05-15,BARANGAY 13-B,Robbery,4,7.208104667734446,125.51812654246964,2021-05,2021,5
895,2021-05-16,"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",Phishing,2,7.200425540971194,125.51604217261556,2021-05,2021,5
209,2021-05-16,SALAPAWAN,Phishing,1,7.0015184751538655,125.42580964710989,2021-05,2021,5
298,2021-05-18,"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Robbery,4,7.0647463082490525,125.44543365658062,2021-05,2021,5
1829,2021-05-20,"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Identity Theft,4,7.239614257496372,125.5084620563289,2021-05,2021,5
3980,2021-05-21,TAMBOBONG,Homicide,4,7.127836371385669,125.61275421113832,2021-05,2021,5
2000,2021-05-21,MABUHAY,Identity Theft,5,7.08465612240796,125.44481449086794,2021-05,2021,5
1324,2021-05-21,DALIAO,Identity Theft,5,7.065764196207414,125.6996378807447,2021-05,2021,5
2496,2021-05-21,WINES,Robbery,4,7.147697644000354,125.4391903144672,2021-05,2021,5
1652,2021-05-22,BARANGAY 11-A,Theft,5,7.090938506783599,125.60256925126862,2021-05,2021,5
952,2021-05-22,"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",Hacking,4,7.199511002363876,125.4153790377528,2021-05,2021,5
1839,2021-05-23,BARANGAY 2-A (POB.),Phishing,2,7.278425092097815,125.58129132594644,2021-05,2021,5
349,2021-05-24,"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Online Scam,5,7.112383784387942,125.647779692565,2021-05,2021,5
3577,2021-05-24,"MAA (BRGY IS NOW UNDER ps 16, DCPO)",Cyberbullying,1,7.058549955165595,125.57423904895604,2021-05,2021,5
2363,2021-05-24,SALAPAWAN,Phishing,1,7.088512212296247,125.4720735055393,2021-05,2021,5
436,2021-05-24,ALFONSO ANGLIONGTO SR,Phishing,1,7.210290739437736,125.48418024397138,2021-05,2021,5
3485,2021-05-26,MINTAL,Physical Injury,5,7.1749572412831295,125.52109400834804,2021-05,2021,5
2162,2021-05-26,TIGATTO,Phishing,5,7.1862785702435295,125.4903526760992,2021-05,2021,5
2689,2021-05-28,NEW VALENCIA,Hacking,2,7.147859375334234,125.56304532857492,2021-05,2021,5
1630,2021-05-28,EDEN,Cyber Fraud,5,7.135111280877456,125.42740597281708,2021-05,2021,5
3010,2021-05-29,TAMAYONG,Online Scam,4,7.015550739735919,125.46246954258248,2021-05,2021,5
1182,2021-05-29,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Assault,4,7.102561649811606,125.64886974942851,2021-05,2021,5
693,2021-06-01,"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",Online Scam,3,7.152283113605336,125.50322748535484,2021-06,2021,6
2185,2021-06-03,BAGANIHAN,Online Scam,2,7.195948837159385,125.4065945444429,2021-06,2021,6
3384,2021-06-03,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Cyber Fraud,2,7.077872934782515,125.56834506373056,2021-06,2021,6
3391,2021-06-03,"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",Cyber Fraud,3,7.096908203726228,125.59495917651076,2021-06,2021,6
2686,2021-06-03,"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",Cyber Fraud,4,7.005798289275281,125.40483739391168,2021-06,2021,6
1723,2021-06-03,BUHANGIN (POB.),Cyber Fraud,2,7.090982544270279,125.63867351287728,2021-06,2021,6
400,2021-06-03,ALFONSO ANGLIONGTO SR,Robbery,4,7.226362862225405,125.4380833241265,2021-06,2021,6
1603,2021-06-03,BARANGAY 22-C,Hacking,3,7.067996920668096,125.43757536932888,2021-06,2021,6
687,2021-06-04,SALAYSAY,Hacking,3,7.171483806840969,125.4417762212354,2021-06,2021,6
2541,2021-06-05,VICENTE HIZON SR.,Murder,4,7.197562154701016,125.45654995583868,2021-06,2021,6
769,2021-06-05,"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",Hacking,2,7.102624524614773,125.611911599043,2021-06,2021,6
3001,2021-06-06,"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",Homicide,5,7.20181089826267,125.41163983641869,2021-06,2021,6
1950,2021-06-06,RIVERSIDE,Cyberbullying,5,7.130205809852162,125.6476319687246,2021-06,2021,6
1656,2021-06-06,MARILOG,Identity Theft,3,7.2810873469093185,125.43895710402536,2021-06,2021,6
117,2021-06-07,BARANGAY 17-B,Phishing,5,7.241101623069734,125.6751804199733,2021-06,2021,6
3874,2021-06-07,SIRIB,Homicide,2,7.248190644921173,125.6676223053281,2021-06,2021,6
1561,2021-06-08,PANALUM,Theft,1,7.106026413790816,125.5022885920929,2021-06,2021,6
2837,2021-06-08,BARANGAY 2-A (POB.),Assault,4,7.297976504626889,125.50999131002894,2021-06,2021,6
1636,2021-06-09,"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Theft,5,7.070392624556636,125.41710071626558,2021-06,2021,6
3666,2021-06-10,TIGATTO,Online Scam,2,7.131453583974503,125.4832280204403,2021-06,2021,6
3284,2021-06-11,SASA,Cyberbullying,1,7.264767963031704,125.58676481886394,2021-06,2021,6
2248,2021-06-11,SALUMAY,Cyberbullying,5,7.249412054315713,125.6392261661825,2021-06,2021,6
2358,2021-06-11,MABUHAY,Robbery,5,7.019933153306733,125.53746144157569,2021-06,2021,6
3660,2021-06-12,ALFONSO ANGLIONGTO SR,Phishing,5,7.273181715164326,125.59268344905212,2021-06,2021,6
1714,2021-06-12,BAGO OSHIRO,Identity Theft,1,7.137940127130796,125.6837145325323,2021-06,2021,6
101,2021-06-12,MARAPANGI,Online Scam,3,7.00942875570602,125.58941259781449,2021-06,2021,6
1472,2021-06-12,TIBUNGCO,Homicide,1,7.221534762775398,125.49385025925729,2021-06,2021,6
1584,2021-06-14,"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",Theft,2,7.14903005765775,125.61044973043956,2021-06,2021,6
1160,2021-06-15,BARANGAY 26-C,Robbery,5,7.008774184910368,125.4677368656452,2021-06,2021,6
3558,2021-06-15,VICENTE HIZON SR.,Carnapping,5,7.146350295563204,125.552369224801,2021-06,2021,6
1792,2021-06-15,"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",Homicide,4,7.221230130616446,125.5988579362904,2021-06,2021,6
3695,2021-06-16,"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",Physical Injury,5,7.10352512365397,125.68079825370052,2021-06,2021,6
2740,2021-06-16,BARANGAY 11-A,Homicide,1,7.0226815121850255,125.68153429212312,2021-06,2021,6
929,2021-06-17,"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Homicide,1,7.190043465947844,125.62317155619066,2021-06,2021,6
3852,2021-06-17,BARANGAY 28-C,Carnapping,4,7.034907545549348,125.60939714144934,2021-06,2021,6
1173,2021-06-18,"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",Homicide,3,7.1895440581050005,125.4063027470959,2021-06,2021,6
3212,2021-06-19,BARANGAY 5-A (POB.),Physical Injury,3,7.2020936252424725,125.451230478001,2021-06,2021,6
3492,2021-06-19,LIZADA,Cyberbullying,1,7.182054086662042,125.51918738788378,2021-06,2021,6
1564,2021-06-20,74-A (MATINA CROSSING),Murder,3,7.082441810664441,125.48373914123228,2021-06,2021,6
2941,2021-06-20,"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Carnapping,5,7.07959784126664,125.64359032271724,2021-06,2021,6
202,2021-06-20,CAWAYAN,Cyberbullying,3,7.0252419894985145,125.45887371501186,2021-06,2021,6
2913,2021-06-21,MARILOG,Illegal Drugs,3,7.218803438226399,125.46016939787644,2021-06,2021,6
2924,2021-06-21,BARANGAY 3-A (POB.),Robbery,1,7.05448419032698,125.56976658153052,2021-06,2021,6
421,2021-06-22,MARAPANGI,Cyber Fraud,1,7.237473713117755,125.4295272567304,2021-06,2021,6
1756,2021-06-22,"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",Identity Theft,3,7.240461133564897,125.51485001843054,2021-06,2021,6
1938,2021-06-22,"WAAN (BRGY UNDER ps 13, DCPO)",Theft,4,7.247514823054018,125.4636243712432,2021-06,2021,6
503,2021-06-23,TAPAK,Assault,5,7.0928582848858985,125.48645535778786,2021-06,2021,6
340,2021-06-23,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Vandalism,5,7.029350248195301,125.46489983328924,2021-06,2021,6
3448,2021-06-23,MAHAYAG,Robbery,5,7.21453004838511,125.47680635191846,2021-06,2021,6
3106,2021-06-23,ALFONSO ANGLIONGTO SR,Illegal Drugs,4,7.130320995701982,125.42009732831876,2021-06,2021,6
2245,2021-06-24,"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",Physical Injury,4,7.256708828151262,125.62707805353811,2021-06,2021,6
1239,2021-06-24,LASANG,Homicide,2,7.290458028374417,125.41152026319791,2021-06,2021,6
1842,2021-06-24,BARANGAY 18-B,Online Scam,5,7.129623064883258,125.44329361310623,2021-06,2021,6
771,2021-06-25,TUGBOK (POB.),Online Scam,5,7.0331895210865625,125.40209467856413,2021-06,2021,6
151,2021-06-25,LASANG,Theft,1,7.2724797657899956,125.43546558668731,2021-06,2021,6
2036,2021-06-26,MULIG,Cyberbullying,4,7.104851911626046,125.47070476037275,2021-06,2021,6
2886,2021-06-26,CABANTIAN,Homicide,1,7.282235356150932,125.67951942742614,2021-06,2021,6
1321,2021-06-27,RIVERSIDE,Online Scam,1,7.074130970203044,125.4847650802556,2021-06,2021,6
1361,2021-06-27,74-A (MATINA CROSSING),Physical Injury,4,7.273709003685007,125.58097362680522,2021-06,2021,6
3304,2021-06-29,WINES,Vandalism,3,7.096348645790786,125.66632545740153,2021-06,2021,6
2850,2021-06-29,"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",Illegal Drugs,5,7.107573538457462,125.42152060312424,2021-06,2021,6
